#{"t_start": 1775412610.25416, "env_id": "None"}
r,l,t,raw_score,sequence_length
108.869316,32,20998.375032,1.0886931622992766,32
111.58405,16,21033.362377,1.1158404998133928,16
54.85217,8,21070.055342,0.548521677343213,8
119.77025,8,21106.594118,1.1977024904646314,8
0.0,4,21106.622563,0.0,4
103.74833,8,21142.330906,1.0374832656440023,8
118.02961,32,21179.291301,1.1802961055707653,32
119.76464,8,21216.170901,1.1976463796589838,8
73.16085,4,21251.963838,0.7316085041402719,4
119.973206,16,21288.787943,1.199732087186863,16
118.39082,32,21326.339068,1.1839082600554829,32
105.630974,8,21362.168959,1.0563097729939448,8
119.09566,32,21397.940669,1.1909565660944508,32
112.86026,32,21437.285138,1.1286026357735797,32
0.0,4,21473.216286,0.0,4
58.76438,4,21506.058806,0.5876438106926325,4
92.49564,16,21543.386809,0.924956454758711,16
106.883026,32,21580.890976,1.06883027303009,32
119.86039,4,21617.637651,1.1986038984916763,4
0.0,4,21617.654326,0.0,4
104.5309,16,21653.616529,1.0453090281017832,16
104.98339,32,21691.278206,1.0498338773929445,32
74.019066,4,21726.262989,0.7401906566483126,4
73.36124,32,21762.478035,0.7336123429905932,32
40.501293,4,21799.797919,0.4050129354914179,4
109.478226,32,21838.437383,1.094782227370995,32
0.0,32,21873.840912,0.0,32
105.08153,8,21910.543787,1.0508152860026327,8
104.94229,8,21946.559667,1.049422918728623,8
94.29122,4,21983.262703,0.9429122520958277,4
76.356445,4,22019.470703,0.7635644815117617,4
115.059586,4,22056.086262,1.1505958636363618,4
102.94268,16,22093.868366,1.0294268116827774,16
119.837326,4,22127.846113,1.1983732634930797,4
119.64026,4,22164.740779,1.1964025741454936,4
76.77588,16,22200.361393,0.7677587680557548,16
59.6405,4,22235.188351,0.5964049763844114,4
117.62611,16,22272.788369,1.1762610643729563,16
0.0,4,22272.806069,0.0,4
113.158905,16,22309.776377,1.1315890278348475,16
62.241116,16,22346.71235,0.622411150876856,16
61.17218,32,22383.39333,0.6117218142252523,32
35.833065,4,22420.015116,0.35833066803393204,4
112.07694,16,22457.180468,1.1207694021739447,16
96.24861,8,22492.786837,0.9624861151913052,8
108.76579,8,22529.714018,1.0876579207286003,8
94.43438,8,22567.325852,0.9443438156730662,8
119.396484,16,22605.550632,1.1939648350785648,16
119.88056,4,22643.497543,1.1988056468365045,4
54.009995,4,22680.723365,0.5400999274113079,4
48.626446,32,22718.21873,0.4862644570896025,32
79.46601,16,22755.285183,0.7946601452009784,16
119.7871,8,22793.422384,1.1978709860556966,8
92.787415,8,22829.577005,0.9278741112018078,8
38.70963,16,22865.30935,0.38709629726911815,16
98.08356,32,22902.434929,0.9808355938102796,32
78.973434,8,22938.694617,0.7897343126555352,8
86.87186,4,22974.542088,0.8687185296413837,4
110.62327,16,23009.660507,1.1062327184766012,16
115.42291,4,23047.353346,1.1542291368101736,4
110.59857,8,23085.711364,1.105985719793723,8
110.62827,32,23121.565339,1.1062827491428178,32
116.12552,8,23157.87348,1.1612552113536405,8
106.53003,16,23192.726747,1.065300274622641,16
95.10665,8,23228.071616,0.9510664887928701,8
114.16996,8,23263.979337,1.1416996162239226,8
118.99256,8,23302.279643,1.189925627882774,8
110.04389,16,23341.646904,1.100438929851493,16
103.525955,8,23377.91469,1.0352595703029237,8
105.29171,32,23414.406618,1.052917101582711,32
100.61034,16,23451.824218,1.006103348304305,16
80.28305,4,23489.258948,0.8028305099308659,4
87.77971,16,23526.800009,0.8777971090304724,16
112.92611,16,23564.023802,1.129261114309044,16
79.93305,32,23601.55215,0.799330492915996,32
111.566055,4,23636.282323,1.115660518634211,4
116.85504,16,23672.712992,1.168550446723341,16
